user_id,full_name,email,phone,state_code,signup_date,user_segment,is_active
71,Sarthak Kalita,sarthak71@example.com,5290422842,AS,2025-06-29T00:00:00,Premium,True
72,Ishita Khanna,ishita72@example.com,0240268117,MH,2025-11-22T00:00:00,Retail,True
73,Siya Thakur,siya73@example.com,9084700766,TN,2024-10-24T00:00:00,Retail,True
74,Faris Nagy,faris74@example.com,1249985698,TG,2025-08-02T00:00:00,SME,True
75,Hardik Contractor,hardik75@example.com,6736576615,HR,2025-05-28T00:00:00,Retail,True
76,Michael Som,michael76@example.com,1116152809,KL,2026-04-28T00:00:00,Premium,True
77,Nirja Pandya,nirja77@example.com,0494519832,MH,2026-06-24T00:00:00,SME,True
78,Jhalak Contractor,jhalak78@example.com,9368998094,TN,2024-12-25T00:00:00,Retail,True
79,Harinakshi Panchal,harinakshi79@example.com,2296120183,TG,2025-05-15T00:00:00,Retail,True
80,Nakul Pingle,nakul80@example.com,5991022901,PB,2025-03-06T00:00:00,Retail,True
81,Riya Sachdeva,riya81@example.com,3815614978,OD,2025-04-24T00:00:00,Premium,True
82,Christopher Amble,christopher82@example.com,4324451076,KA,2026-05-21T00:00:00,Retail,True
83,Xiti Pandya,xiti83@example.com,6060715969,MH,2025-07-17T00:00:00,SME,True
84,Nidhi Bail,nidhi84@example.com,2975161369,RJ,2025-01-22T00:00:00,Retail,True
85,Dayita Nori,dayita85@example.com,5218188355,BR,2026-03-07T00:00:00,Retail,True
86,Aahana Hora,aahana86@example.com,9212779979,TG,2026-02-19T00:00:00,Retail,True
87,Ria Bir,ria87@example.com,7449058147,TG,2025-10-24T00:00:00,Retail,True
88,Bhavini Bose,bhavini88@example.com,9986798079,DL,2025-08-11T00:00:00,Retail,True
89,Yachana Dora,yachana89@example.com,7151820377,TN,2025-08-07T00:00:00,SME,True
90,Januja Pradhan,januja90@example.com,6659051518,BR,2026-05-07T00:00:00,Retail,True
91,Gauri Bumb,gauri91@example.com,5462914865,GJ,2025-01-23T00:00:00,Premium,True
92,Yashoda Pathak,yashoda92@example.com,5423573322,BR,2024-09-04T00:00:00,Retail,True
93,Gayathri Deep,gayathri93@example.com,2229270653,BR,2026-06-26T00:00:00,SME,True
94,Vivaan Walla,vivaan94@example.com,4735977468,RJ,2025-01-20T00:00:00,SME,True
95,Lakshit Krishna,lakshit95@example.com,7581814124,DL,2025-12-04T00:00:00,Retail,True
96,Gavin Kapadia,gavin96@example.com,5060685361,AS,2025-08-03T00:00:00,Retail,True
97,Hardik Nayak,hardik97@example.com,2047277901,GJ,2025-03-26T00:00:00,Retail,True
98,Pallavi Choudhry,pallavi98@example.com,3410369711,PB,2025-05-22T00:00:00,SME,True
99,Yutika Khurana,yutika99@example.com,4609539621,RJ,2025-08-04T00:00:00,Retail,True
100,Madhavi Singhal,madhavi100@example.com,6540515319,PB,2024-09-07T00:00:00,Retail,True
101,Hamsini Gill,hamsini101@example.com,7221704303,UP,2026-03-27T00:00:00,Premium,True
102,Urvashi Kulkarni,urvashi102@example.com,3450541566,TN,2026-04-12T00:00:00,Retail,True
103,Watika Tank,watika103@example.com,8416169284,PB,2025-10-30T00:00:00,Retail,True
104,Chakrika Mohan,chakrika104@example.com,9627570596,MP,2026-03-23T00:00:00,Retail,False
105,Januja Varghese,januja105@example.com,0297021355,BR,2024-08-11T00:00:00,Retail,True
106,Shivani Prabhakar,shivani106@example.com,7192856543,WB,2025-08-17T00:00:00,Retail,True
107,Zarna Ram,zarna107@example.com,4473947312,PB,2026-05-10T00:00:00,Retail,True
108,Gagan Nagarajan,gagan108@example.com,1884422583,KL,2026-01-11T00:00:00,Retail,True
109,Wakeeta Bal,wakeeta109@example.com,8957829114,MP,2026-07-24T00:00:00,Retail,True
110,Nimrat Borah,nimrat110@example.com,5177852892,BR,2026-06-21T00:00:00,Premium,True
111,Jeet Vasa,jeet111@example.com,4225358414,UP,2026-05-02T00:00:00,Retail,True
112,Chavvi Walla,chavvi112@example.com,8299229959,MH,2025-06-17T00:00:00,Retail,True
113,Alka Kade,alka113@example.com,9078447364,PB,2025-11-29T00:00:00,Retail,True
114,Ria Sagar,ria114@example.com,7359255562,OD,2025-01-30T00:00:00,Retail,True
115,Eiravati Khurana,eiravati115@example.com,1473210469,PB,2024-11-13T00:00:00,SME,True
116,Dhriti Gupta,dhriti116@example.com,7877470168,KL,2025-03-28T00:00:00,SME,True
117,Chanakya Bedi,chanakya117@example.com,7974801624,DL,2025-04-17T00:00:00,Premium,True
118,Nandini Behl,nandini118@example.com,5841687849,KA,2025-11-19T00:00:00,Retail,True
119,Meera Prakash,meera119@example.com,8523986800,WB,2026-07-24T00:00:00,Retail,True
120,Zilmil Shan,zilmil120@example.com,9825952694,TG,2026-06-12T00:00:00,Retail,True
121,Chandani Soman,chandani121@example.com,5516940974,TN,2025-10-19T00:00:00,Retail,True
122,Varsha Garde,varsha122@example.com,2309130756,AS,2024-09-30T00:00:00,Retail,True
123,Yachana Sinha,yachana123@example.com,2838578652,TN,2025-11-20T00:00:00,Retail,True
124,Aishani Sule,aishani124@example.com,3484344375,PB,2025-11-06T00:00:00,Retail,True
125,Bhavna Dara,bhavna125@example.com,6524041574,BR,2026-02-22T00:00:00,Retail,True
126,Anita Devan,anita126@example.com,9933083301,OD,2025-11-13T00:00:00,Retail,True
127,Laksh Ahluwalia,laksh127@example.com,6773454019,RJ,2026-01-25T00:00:00,Retail,True
128,Omisha Goda,omisha128@example.com,6724004991,AS,2024-10-28T00:00:00,Retail,True
129,Krish Thaman,krish129@example.com,4315274205,PB,2025-07-03T00:00:00,SME,True
130,Nidra Sane,nidra130@example.com,1612275304,TG,2025-04-03T00:00:00,Retail,True
131,Forum Mittal,forum131@example.com,4530174268,WB,2024-10-14T00:00:00,Retail,True
132,Timothy Kanda,timothy132@example.com,7279568783,AS,2025-10-09T00:00:00,Retail,True
133,Janaki Brahmbhatt,janaki133@example.com,0883982258,MP,2026-03-31T00:00:00,Premium,False
134,Gavin Uppal,gavin134@example.com,0728679087,MP,2025-12-11T00:00:00,Retail,True
135,Aarush Kamdar,aarush135@example.com,0651801704,MP,2025-10-13T00:00:00,Retail,True
136,Kavya Raja,kavya136@example.com,6618251286,GJ,2025-12-22T00:00:00,Retail,True
137,Arin Misra,arin137@example.com,8686337524,MH,2025-09-12T00:00:00,Retail,True
138,Amol Khosla,amol138@example.com,1190790306,MP,2025-01-26T00:00:00,SME,True
139,Daksh Dey,daksh139@example.com,3959953428,MH,2025-09-17T00:00:00,Retail,True
140,Darsh Gill,darsh140@example.com,8705685662,KA,2026-05-30T00:00:00,Retail,True
141,Wridesh Kar,wridesh141@example.com,2708668826,UP,2024-09-30T00:00:00,Retail,True
142,Farhan Sengupta,farhan142@example.com,1830469901,AS,2025-07-10T00:00:00,Retail,True
143,Varenya Joshi,varenya143@example.com,4033173936,RJ,2025-10-15T00:00:00,Retail,True
144,Lajita Shukla,lajita144@example.com,4458771753,MH,2026-02-13T00:00:00,Retail,True
145,Timothy Dhingra,timothy145@example.com,4899642353,GJ,2026-06-06T00:00:00,Retail,True
146,Geetika Kurian,geetika146@example.com,7725228728,DL,2024-09-10T00:00:00,Premium,True
147,Chanakya Ahuja,chanakya147@example.com,2312038750,MH,2026-05-08T00:00:00,Retail,True
148,Amol Ahuja,amol148@example.com,0084840862,TN,2026-03-10T00:00:00,Premium,True
149,Wridesh Handa,wridesh149@example.com,5461567933,RJ,2025-08-22T00:00:00,Retail,True
150,Nidra Raghavan,nidra150@example.com,8700217659,TN,2025-01-24T00:00:00,Premium,True
151,Siddharth Soman,siddharth151@example.com,0148902503,MH,2025-06-25T00:00:00,Retail,True
152,Chandani Gaba,chandani152@example.com,9685621850,MP,2025-09-20T00:00:00,Premium,True
153,Harini Ranganathan,harini153@example.com,0477358662,GJ,2024-11-22T00:00:00,Retail,True
154,Yatin Borah,yatin154@example.com,4262655110,TN,2026-03-12T00:00:00,SME,True
155,Harsh Deo,harsh155@example.com,2678886101,BR,2026-06-18T00:00:00,Retail,True
156,Lekha Arora,lekha156@example.com,6618398262,PB,2024-08-22T00:00:00,SME,True
157,Waida Dhingra,waida157@example.com,2646471543,TN,2025-10-27T00:00:00,Premium,True
158,Tanvi Chhabra,tanvi158@example.com,4065965756,AS,2026-08-04T00:00:00,Retail,True
159,Sai Srinivas,sai159@example.com,2654793564,RJ,2026-05-02T00:00:00,SME,True
160,Pranit Bala,pranit160@example.com,3741672434,OD,2025-11-29T00:00:00,Retail,True
161,Saumya Srinivas,saumya161@example.com,8868058911,RJ,2025-07-06T00:00:00,SME,True
162,Mugdha Narula,mugdha162@example.com,1014388899,KA,2025-05-22T00:00:00,SME,True
163,Ubika Tella,ubika163@example.com,5071461125,AS,2026-03-16T00:00:00,Retail,True
164,Vasudha Pall,vasudha164@example.com,1775140105,MH,2025-12-29T00:00:00,SME,True
165,Nathaniel Narayanan,nathaniel165@example.com,7362266093,WB,2025-08-08T00:00:00,SME,True
166,Aayush Kala,aayush166@example.com,4191825537,RJ,2026-03-02T00:00:00,Retail,True
167,Lipika Ramanathan,lipika167@example.com,5579249912,KA,2025-04-14T00:00:00,Retail,True
168,Jackson Goswami,jackson168@example.com,2866929662,GJ,2026-07-18T00:00:00,Retail,True
169,Vrishti Mani,vrishti169@example.com,2579050723,AS,2024-08-27T00:00:00,Retail,True
170,Nilima Swamy,nilima170@example.com,7721903404,GJ,2025-06-19T00:00:00,Retail,True
171,Tanvi Tandon,tanvi171@example.com,9148580783,HR,2025-10-19T00:00:00,Premium,True
172,Bachittar Sengupta,bachittar172@example.com,5171339596,HR,2026-07-30T00:00:00,Retail,True
173,Samuel Bhargava,samuel173@example.com,8498254494,GJ,2024-12-11T00:00:00,Retail,True
174,Daniel Malhotra,daniel174@example.com,2325367294,UP,2025-02-22T00:00:00,Retail,True
175,Girik Rau,girik175@example.com,5775901751,KL,2024-11-20T00:00:00,SME,True
176,Siddharth Talwar,siddharth176@example.com,5458929750,HR,2025-02-09T00:00:00,Retail,True
177,Jeet Dugar,jeet177@example.com,7063242415,TG,2025-05-17T00:00:00,Retail,True
178,Charles Randhawa,charles178@example.com,3611037129,KL,2026-07-25T00:00:00,Premium,True
179,Abhiram Oza,abhiram179@example.com,6271361115,OD,2024-11-23T00:00:00,SME,True
180,Kiaan Dhar,kiaan180@example.com,8909275326,OD,2025-12-13T00:00:00,Retail,True
181,Harish Dey,harish181@example.com,9656523413,DL,2025-04-25T00:00:00,Premium,True
182,Avi Mitra,avi182@example.com,8983640376,KA,2025-09-24T00:00:00,Retail,True
183,Advik Patel,advik183@example.com,2696582710,DL,2025-01-12T00:00:00,Retail,True
184,Tanveer Baral,tanveer184@example.com,6848666188,KL,2024-11-05T00:00:00,Premium,True
185,Dayita Brar,dayita185@example.com,2856914630,BR,2026-04-22T00:00:00,Retail,True
186,Sudiksha Bhakta,sudiksha186@example.com,2102027588,MP,2025-11-14T00:00:00,Premium,True
187,Amruta Dalal,amruta187@example.com,5648149177,BR,2025-06-18T00:00:00,Retail,True
188,Ojas Pillai,ojas188@example.com,4191380003,TN,2025-03-10T00:00:00,Retail,True
189,Mason Gola,mason189@example.com,8635365419,KA,2025-01-17T00:00:00,Retail,True
190,Praneel Kapoor,praneel190@example.com,6174451870,UP,2024-08-12T00:00:00,Retail,True
191,Xavier Shetty,xavier191@example.com,9738320603,OD,2025-06-04T00:00:00,Retail,True
192,Aarav Puri,aarav192@example.com,1383670241,KL,2026-07-30T00:00:00,SME,True
193,Kashish Shanker,kashish193@example.com,9182619906,GJ,2025-05-07T00:00:00,SME,True
194,Divya Ramaswamy,divya194@example.com,5743132912,WB,2025-10-19T00:00:00,Retail,True
195,Dipta Ray,dipta195@example.com,8537474112,TG,2025-05-09T00:00:00,SME,True
196,Falak Divan,falak196@example.com,3568044206,UP,2025-06-20T00:00:00,Retail,True
197,Girindra Shere,girindra197@example.com,2100323651,KL,2025-11-02T00:00:00,Retail,True
198,Anthony Bhattacharyya,anthony198@example.com,7215107029,MP,2025-05-15T00:00:00,Retail,True
199,Lavanya Sandhu,lavanya199@example.com,5324472099,KA,2026-04-14T00:00:00,Retail,True
200,Nisha Srinivas,nisha200@example.com,1462638380,PB,2026-04-20T00:00:00,Retail,True
201,Hemangini Thakkar,hemangini201@example.com,6420593040,MH,2026-06-29T00:00:00,SME,True
202,Nathaniel Chaudhry,nathaniel202@example.com,3480396522,UP,2025-12-04T00:00:00,Retail,True
203,Ayaan Pandey,ayaan203@example.com,9378427010,RJ,2025-02-11T00:00:00,Premium,True
204,Vanya Acharya,vanya204@example.com,9325250029,OD,2024-11-11T00:00:00,Retail,True
205,Elijah Prakash,elijah205@example.com,9154522675,PB,2026-06-27T00:00:00,Retail,True
206,Udant Gill,udant206@example.com,4422096902,BR,2026-07-21T00:00:00,Retail,True
207,Hemang Taneja,hemang207@example.com,5135521570,MP,2026-02-24T00:00:00,Retail,True
208,Inaya Kunda,inaya208@example.com,0067626765,RJ,2025-07-07T00:00:00,Retail,True
209,Umang Gaba,umang209@example.com,1040541152,MH,2026-06-14T00:00:00,SME,True
210,Hamsini Subramanian,hamsini210@example.com,6296201533,DL,2025-02-18T00:00:00,Retail,True
211,Baghyawati Mishra,baghyawati211@example.com,1069872050,OD,2026-05-12T00:00:00,Retail,True
212,Ryan Chatterjee,ryan212@example.com,3241714677,RJ,2026-02-23T00:00:00,Retail,True
213,Qasim Prabhakar,qasim213@example.com,5270477434,OD,2024-12-12T00:00:00,Retail,True
214,Frederick Padmanabhan,frederick214@example.com,9380686879,GJ,2026-08-06T00:00:00,Retail,True
215,Megha Banerjee,megha215@example.com,1722332061,BR,2024-11-13T00:00:00,Retail,True
216,Ekaja Bhavsar,ekaja216@example.com,6868548709,TN,2025-11-25T00:00:00,Premium,True
217,Oeshi Doctor,oeshi217@example.com,9991191485,TG,2026-01-02T00:00:00,Premium,True
218,Urvashi Barad,urvashi218@example.com,4629960653,RJ,2025-10-09T00:00:00,SME,True
219,Anmol Nazareth,anmol219@example.com,4471324754,GJ,2025-11-20T00:00:00,Retail,True
220,Riya Kakar,riya220@example.com,7850821486,TG,2024-10-20T00:00:00,Retail,True
221,Oscar Hans,oscar221@example.com,0307053457,BR,2025-07-24T00:00:00,Premium,True
222,Wyatt Pradhan,wyatt222@example.com,9727985524,MH,2025-05-26T00:00:00,Retail,True
223,Chandran Gaba,chandran223@example.com,3334680072,OD,2025-01-09T00:00:00,Retail,True
224,Zayyan Mody,zayyan224@example.com,6657437489,PB,2026-02-26T00:00:00,SME,True
225,Yasti Prasad,yasti225@example.com,4171545444,PB,2025-02-19T00:00:00,Premium,True
226,Dakshesh Raval,dakshesh226@example.com,2074466609,MP,2025-04-06T00:00:00,SME,True
227,Vamakshi Parmer,vamakshi227@example.com,2824172482,PB,2025-12-07T00:00:00,Retail,True
228,Udant Mohanty,udant228@example.com,5549471709,MP,2026-06-20T00:00:00,SME,True
229,Robert Tella,robert229@example.com,6846022356,TG,2025-12-30T00:00:00,Premium,True
230,Pranit Buch,pranit230@example.com,5250074329,PB,2024-11-20T00:00:00,SME,True
231,Radha Sanghvi,radha231@example.com,6760083505,AS,2024-08-25T00:00:00,Retail,True
232,Yuvraj Kara,yuvraj232@example.com,4216894210,TG,2024-10-25T00:00:00,Retail,True
233,Radha Desai,radha233@example.com,7532603323,PB,2026-05-10T00:00:00,Retail,True
234,Jatin Peri,jatin234@example.com,6489090100,PB,2026-07-01T00:00:00,SME,True
235,Jatin Krishnan,jatin235@example.com,2304618499,PB,2026-05-13T00:00:00,Retail,True
236,Barkha Comar,barkha236@example.com,7393483564,DL,2026-05-04T00:00:00,Retail,True
237,Sarthak Srivastava,sarthak237@example.com,3001197218,KL,2025-03-30T00:00:00,Retail,True
238,Tanmayi Minhas,tanmayi238@example.com,7012045561,TN,2026-05-20T00:00:00,Retail,True
239,Onkar Narasimhan,onkar239@example.com,7941552166,UP,2026-07-21T00:00:00,Retail,False
240,Oviya Ganesan,oviya240@example.com,2021697972,PB,2024-10-06T00:00:00,Retail,True
241,Kalpit Subramanian,kalpit241@example.com,1670145089,TG,2025-04-17T00:00:00,Retail,True
242,Rachita Kothari,rachita242@example.com,5628900287,UP,2025-01-31T00:00:00,Retail,True
243,Ekani Khosla,ekani243@example.com,4083866317,MP,2026-05-06T00:00:00,Retail,True
244,Wishi Sekhon,wishi244@example.com,1701660880,TG,2025-04-04T00:00:00,Retail,True
245,Yashoda Jhaveri,yashoda245@example.com,5503758997,RJ,2026-06-23T00:00:00,Retail,True
246,Tristan Agate,tristan246@example.com,5488510272,KL,2026-07-04T00:00:00,Retail,True
247,Raghav Dara,raghav247@example.com,3735160917,HR,2026-04-03T00:00:00,Retail,True
248,Wishi Agrawal,wishi248@example.com,8697829221,RJ,2025-11-20T00:00:00,SME,True
249,Yamini Rajagopalan,yamini249@example.com,9346547226,MP,2025-12-17T00:00:00,Retail,True
250,Teerth Iyer,teerth250@example.com,9452288515,HR,2026-03-21T00:00:00,Retail,True
251,Bhavika Sami,bhavika251@example.com,8106200342,MH,2026-06-15T00:00:00,Retail,False
252,Chakrika Jani,chakrika252@example.com,5719838638,DL,2026-04-22T00:00:00,Retail,True
253,Omaja Munshi,omaja253@example.com,0439735989,KL,2025-04-02T00:00:00,Retail,True
254,Peter Borde,peter254@example.com,2816064842,WB,2026-05-07T00:00:00,Retail,True
255,Ganga Shukla,ganga255@example.com,0259094798,TG,2026-05-15T00:00:00,Retail,True
256,Qarin Verma,qarin256@example.com,8268861533,DL,2025-06-22T00:00:00,SME,False
257,Tejas Wali,tejas257@example.com,8015739930,HR,2024-12-22T00:00:00,Retail,True
258,Aahana Zachariah,aahana258@example.com,0858877043,BR,2025-02-05T00:00:00,Retail,True
259,Oliver Yogi,oliver259@example.com,1336138612,HR,2026-02-04T00:00:00,Retail,True
260,Gagan Borah,gagan260@example.com,2481934667,UP,2025-04-30T00:00:00,Premium,True
261,Lopa Dani,lopa261@example.com,9190158144,KL,2025-07-22T00:00:00,SME,True
262,Lakshmi Rana,lakshmi262@example.com,7283268424,KA,2025-01-01T00:00:00,SME,True
263,Jatin Barman,jatin263@example.com,9968814353,MP,2026-03-03T00:00:00,Retail,True
264,Qarin Kant,qarin264@example.com,3129087814,MH,2025-05-07T00:00:00,Retail,True
265,Vidhi Narayanan,vidhi265@example.com,2314913577,RJ,2026-03-31T00:00:00,Retail,True
266,Janya Mutti,janya266@example.com,2053364525,HR,2024-11-28T00:00:00,Retail,True
267,Dalaja Sur,dalaja267@example.com,2914283411,PB,2026-04-26T00:00:00,Retail,True
268,Simon Bansal,simon268@example.com,8872563942,AS,2026-07-28T00:00:00,Retail,True
269,Mekhala Patla,mekhala269@example.com,3928272299,TG,2024-09-25T00:00:00,Premium,True
270,Theodore Sura,theodore270@example.com,1453038567,OD,2024-12-06T00:00:00,Retail,True
271,Harshil Verma,harshil271@example.com,4989266591,TG,2025-09-11T00:00:00,Retail,True
272,Zaitra Ravi,zaitra272@example.com,5779082723,BR,2026-04-03T00:00:00,Retail,True
273,Mason Grover,mason273@example.com,5913651777,BR,2026-06-11T00:00:00,Retail,True
274,Anthony Kohli,anthony274@example.com,2992280920,BR,2025-05-23T00:00:00,Retail,True
275,Anirudh Mander,anirudh275@example.com,3797723692,AS,2025-11-08T00:00:00,Premium,True
276,Oliver Oommen,oliver276@example.com,9913662103,TN,2026-07-13T00:00:00,Retail,True
277,Gopal Goel,gopal277@example.com,9908811729,HR,2024-10-11T00:00:00,Retail,True
278,Kamala Bassi,kamala278@example.com,3765991624,TN,2025-11-18T00:00:00,Retail,True
279,Nilima Kurian,nilima279@example.com,0098180635,MH,2024-09-30T00:00:00,SME,True
280,Pooja Kulkarni,pooja280@example.com,8695946368,TG,2026-03-11T00:00:00,Retail,True
281,Veda Kulkarni,veda281@example.com,9562137213,WB,2026-04-02T00:00:00,Retail,True
282,Naveen Ramachandran,naveen282@example.com,1279611435,PB,2025-01-08T00:00:00,SME,True
283,Nandini Verma,nandini283@example.com,9027703843,RJ,2025-01-05T00:00:00,Premium,True
284,Omkaar Banik,omkaar284@example.com,3021465669,UP,2024-11-30T00:00:00,Retail,False
285,Gautam Mane,gautam285@example.com,5439376904,MH,2025-08-11T00:00:00,SME,True
286,Elijah Thakur,elijah286@example.com,5184894769,PB,2024-08-26T00:00:00,Retail,True
287,Triveni Bala,triveni287@example.com,1416335658,BR,2026-01-30T00:00:00,Retail,True
288,Bhavna Chander,bhavna288@example.com,5182755394,AS,2025-08-15T00:00:00,Retail,True
289,Wahab Khurana,wahab289@example.com,3333952111,GJ,2026-05-01T00:00:00,Retail,True
290,Vasatika Prabhu,vasatika290@example.com,7947284639,KL,2025-11-22T00:00:00,Retail,False
291,Vanya Zachariah,vanya291@example.com,8562718750,OD,2025-09-25T00:00:00,Retail,True
292,Eshana Pathak,eshana292@example.com,2843479552,AS,2024-10-24T00:00:00,SME,True
293,Kashish Patla,kashish293@example.com,4729293143,TG,2024-10-16T00:00:00,Retail,True
294,Madhav Doctor,madhav294@example.com,0267288574,PB,2025-09-04T00:00:00,Premium,True
295,Mitali Chaudhary,mitali295@example.com,0347175455,AS,2026-01-09T00:00:00,Retail,True
